wikipedia,imdb
36341206,tt0047925
20100988,tt1273675
22740792,tt1235166
12635019,tt0094637
32524274,tt1579758
35110553,tt0029384
422428,tt0359517
17722006,tt0036882
33030291,tt0344453
23760243,tt1546036
2560314,tt0072443
2060144,tt0033317
14394985,tt0010321
6392580,tt0063158
12297130,tt0021572
16262270,tt1101665
8408146,tt0040625
25968481,tt0259899
16382735,tt0100847
14270386,tt1053818
4566056,tt0068346
28871413,tt0043994
33612761,tt0271771
23278876,tt1500818
1433069,tt0419279
7513710,tt0059106
30863353,tt0064704
29259863,tt0021477
26349729,tt1596346
14394833,tt0009932
8817675,tt0243462
12985157,tt0482053
29322223,tt0493322
18629672,tt0057846
863087,tt0109508
25127200,tt0432004
13253038,tt0119242
760738,tt0094828
7220895,tt0117729
24227361,tt0049718
31029434,tt0179978
24397165,tt1450764
15851475,tt0910917
1160945,tt0025651
24784632,tt0087607
25780043,tt1337125
31316415,tt0017767
24246355,tt0062413
9465102,tt0051655
1160944,tt0024924
6252532,tt0091814
11733673,tt0254235
15150993,tt0910905
31029157,tt0179856
20581406,tt0230527
3822528,tt0064940
34491281,tt0406378
4681267,tt0054850
213149,tt0184894
4433792,tt0454587
34533373,tt0290216
5602768,tt0099237
5386594,tt0036715
8954857,tt0047848
24864206,tt0083783
31591508,tt1239459
164754,tt0275847
3995682,tt0118852
35058558,tt0018785
4495735,tt0027002
28797416,tt0172455
15469761,tt0120152
8969172,tt0182727
20903054,tt0370467
6184001,tt0084477
22276342,tt0301345
2564875,tt0379419
31477840,tt0165134
26551722,tt0029733
2549113,tt0033226
10570350,tt0378900
8266590,tt0364236
1057284,tt0052847
25618641,tt0071849
9231540,tt0036218
5615617,tt0424435
9861323,tt0426606
10350053,tt1051713
19775805,tt0100594
32075581,tt1661390
36459873,tt2280378
9991132,tt0045235
9994288,tt0183067
35213885,tt0020088
22721262,tt0142062
3227001,tt0043862
28344574,tt1591615
887452,tt0283026
20904682,tt0156093
15722985,tt0458234
32456559,tt0055086
28173490,tt0030968
34610265,tt1976491
7153645,tt0077724
31149350,tt0178171
16947555,tt0119870
20164495,tt0119998
23638462,tt0086084
326982,tt0337909
17008233,tt0044084
4618979,tt0215681
12143888,tt0061559
10107506,tt0002719
4662218,tt0816605
17687538,tt0089006
32075336,tt0165371
4962400,tt0465605
5565527,tt0060432
12233793,tt0082914
23687714,tt0044023
29831325,tt0041731
26421041,tt1611947
36353571,tt2205591
19389917,tt0023788
1592300,tt0040966
17372206,tt0841012
18960432,tt1202232
26489416,tt0224031
2583472,tt0403455
11944726,tt0119709
23687718,tt0044024
18556515,tt0079023
33832499,tt0265228
35570826,tt1213917
4254331,tt0259165
25646237,tt0073933
32181458,tt0155985
33739965,tt0268503
19844512,tt0057476
11384089,tt1034320
10018060,tt0194880
31243591,tt1405810
1166394,tt0059896
26391644,tt0072342
19967679,tt0062724
1257745,tt0102571
23605964,tt0139059
25593267,tt0317751
12283356,tt0087983
21659481,tt0964506
14478278,tt0762125
28150147,tt0061105
22816161,tt0040601
5309452,tt0088199
26578377,tt1541677
30612625,tt0023048
33647157,tt0292053
2620541,tt0472221
27372881,tt0285632
34924891,tt0067320
34497292,tt0081101
2157529,tt0405507
10591973,tt1388418
5230818,tt0311866
19405442,tt0418599
34795870,tt1253565
8446351,tt0325743
25012140,tt0058145
9013693,tt0497876
31804581,tt0059650
5707374,tt0257510
18409573,tt0002536
20902938,tt0231453
2046012,tt0092796
2283823,tt0024183
29247790,tt0156098
31464592,tt0035569
29836813,tt0081257
8248274,tt0070506
31626786,tt0031724
31977939,tt0048079
25907222,tt0054842
22644983,tt0118216
35932888,tt0441279
12757559,tt0197569
5747105,tt0056420
19015106,tt0110177
4442904,tt0107833
10440784,tt0815244
2738256,tt0093668
4158862,tt0095853
3477283,tt0337592
35123513,tt0071842
17751093,tt0051057
26180524,tt0076234
22611767,tt1426328
18711572,tt1034449
30813829,tt18272862
20904285,tt0877595
25754686,tt0156987
29674115,tt0086368
28492523,tt0085922
26165714,tt0049377
6943287,tt0048691
19868108,tt0031708
23687849,tt0044591
5709897,tt0130849
22300549,tt0090709
224487,tt0284837
26724027,tt0038549
17490383,tt0039648
3441475,tt0055627
20371401,tt1340456
3356331,tt0408181
666542,tt0353685
25841008,tt0310907
14837619,tt0003665
3684509,tt0402158
14933697,tt0759680
3941055,tt0295238
24140460,tt0266605
22644928,tt0109005
24226396,tt0021303
8469182,tt0204824
31156595,tt0334452
859241,tt0056165
3117366,tt0331218
12152200,tt0928068
4753099,tt0490086
10030059,tt0081144
9785975,tt0893395
14916921,tt0034299
4493534,tt0381720
5454936,tt0330069
2319006,tt0350146
24615866,tt0253804
4907813,tt0158409
22643438,tt0219850
19416353,tt0461992
29564822,tt0082125
22353314,tt0314180
21051124,tt3462834
4550020,tt0067963
1676282,tt0113010
36534974,tt1959490
22368728,tt0189887
172057,tt0019824
31070456,tt0036542
24146713,tt0135048
27161676,tt0013433
1748482,tt0265632
9777352,tt0032099
25135132,tt1514837
24100122,tt1381735
33262343,tt1456477
36153267,tt0377524
22644373,tt0078085
4844776,tt0182962
23713311,tt0049476
25492486,tt1145852
10605328,tt0074300
31322928,tt0323904
24162411,tt0019932
13776323,tt0493393
14656726,tt0353965
32908496,tt0030538
30838779,tt1723760
24863665,tt0063526
1170663,tt0131704
28341302,tt1605791
3864340,tt0012763
27947343,tt0084872
2945187,tt0120710
20200424,tt1344742
29581727,tt0132917
18066013,tt0050136
28075190,tt0023424
8343962,tt0315110
27689047,tt0046210
19259663,tt0066551
34158551,tt0008717
21410691,tt1160539
18799982,tt0102590
18511988,tt0040352
162446,tt0294425
3196291,tt0075679
73937,tt0042530
26898249,tt0037666
17430473,tt0827740
33121513,tt0371301
13295076,tt0001265
25147522,tt1436372
25744220,tt1401113
20597258,tt0457920
32849281,tt1912996
23290906,tt0129807
12619170,tt0031976
8454631,tt0109417
15864523,tt0014041
25583519,tt0259842
29966696,tt0075068
22798178,tt0311090
30682640,tt0014892
3813776,tt0365541
34617110,tt2271245
22338662,tt0073014
19575604,tt0122780
3223932,tt0096980
1697309,tt0433422
4431129,tt0489664
20622475,tt0805513
7289653,tt0176937
29304785,tt2038251
8337375,tt0112319
22674455,tt0039793
35841368,tt0019212
11760210,tt0094445
32962379,tt0136099
26776158,tt0123205
7556986,tt0200546
25339778,tt0017159
7352271,tt0804522
10448175,tt0312403
180606,tt0328832
26612083,tt0808904
8588373,tt0432252
15671725,tt0094063
20545773,tt0099257
32990144,tt0014682
25532685,tt0845474
534792,tt0094862
7352319,tt0012248
666026,tt0087910
3408276,tt0028282
17082868,tt0040395
26494062,tt0292964
34854069,tt0077736
23437747,tt0305182
216072,tt0099785
15192699,tt0013636
1367442,tt0085380
29209042,tt0078335
33010817,tt0337096
26292425,tt0261034
16932738,tt0156701
31522184,tt0351635
6781919,tt0029386
17062936,tt0210167
34325711,tt0109098
26527102,tt0246102
3229227,tt0473360
19286458,tt1475422
9796270,tt0188014
36245129,tt0189758
20548913,tt0120213
1428676,tt0064541
7656341,tt0478268
20930105,tt9654308
31322516,tt0169592
31666128,tt0214985
34595991,tt0030563
10101998,tt0101529
27492833,tt1548865
19991194,tt0065783
31015058,tt0171307
10000114,tt0183413
31025761,tt0271750
28021528,tt0051908
1150634,tt0083833
4765472,tt0017813
2190310,tt0388139
34171890,tt0071395
8159166,tt0111218
31029153,tt0179959
22642959,tt1909297
22391703,tt0107042
1441031,tt0139362
26007286,tt0400383
30014976,tt0107003
10638611,tt0357710
4954684,tt0475967
22644651,tt0089323
4303794,tt0490579
29399912,tt1321869
33653306,tt2309600
5215066,tt0117218
9495654,tt0433425
31279394,tt0021774
29747330,tt0350195
10725408,tt0046780
22634436,tt0949888
32359443,tt0266462
29050594,tt0115766
14330182,tt1047459
31480102,tt0086248
24787303,tt0013403
24139973,tt0256420
14811627,tt1153690
25625802,tt1650844
28379536,tt0176172
29870513,tt1732651
6300323,tt0119165
3610422,tt0024805
13353476,tt0097051
399725,tt0124819
30864660,tt0251426
28067339,tt0200435
982226,tt0102813
7656319,tt0102746
27701043,tt0055559
199505,tt0085894
9966281,tt2047732
17273738,tt0475268
27947285,tt0138714
14135535,tt0204705
31790682,tt0039357
33010528,tt0337193
9090575,tt0180615
11649391,tt0065408
10521598,tt1013498
8092271,tt0382942
4753115,tt0044673
8764467,tt0314786
34166203,tt0117753
26447237,tt0064109
1287385,tt0405159
20208317,tt0070221
6822795,tt0076727
3493976,tt0041985
27533931,tt0037384
33902886,tt0065390
16167288,tt5734484
22151921,tt0046426
583012,tt0089880
29183485,tt1274296
932171,tt0109327
27757207,tt0065966
1068520,tt0399201
12047781,tt1579931
31156258,tt0271590
23685888,tt0108027
26263186,tt0029694
348979,tt0095776
30076038,tt0349701
21236624,tt0061511
7186266,tt0497621
17227799,tt0087886
28334238,tt0007062
4890837,tt0499554
2309459,tt0162212
8173209,tt0076918
29717684,tt1640116
4502456,tt0093231
28462837,tt0104176
22876637,tt0078156
28149545,tt0125301
18760565,tt1237961
22644519,tt0139459
22881942,tt1329986
4523010,tt0086374
2262672,tt0119142
28095821,tt0346456
8861805,tt0069687
123417,tt0234215
18688462,tt0159793
15477338,tt0047043
9547806,tt0054390
3950296,tt0078228
31023866,tt0247166
9919902,tt0061629
17699915,tt0240885
12596096,tt1063034
27561302,tt0086191
7226215,tt0200202
23918036,tt0101460
2450210,tt0295876
20611596,tt1278340
35366523,tt0077440
22382088,tt0109800
1933671,tt0080469
28223867,tt1503776
25079665,tt0051760
2410609,tt0021746
29460128,tt0087942
14091615,tt0064504
23423124,tt0047230
16852778,tt0072305
30932941,tt0016989
538180,tt0104756
31969790,tt0321697
25079637,tt0051062
30673852,tt0084425
4086565,tt0365677
25098041,tt1348318
18777132,tt1132595
28157598,tt0021395
15732863,tt0062355
14288162,tt0008213
3146408,tt0384116
8583537,tt0101288
33104406,tt1942887
22643138,tt0005591
8576918,tt0033405
32455746,tt2011223
31466628,tt0099174
16909407,tt0018084
32240114,tt0213991
83448,tt0076578
31846991,tt1597145
22654574,tt1501311
24172757,tt0209898
34314079,tt0097504
9919365,tt0059489
25856684,tt0076509
32170641,tt0185773
35934410,tt6262700
2560779,tt0374526
8699491,tt0065439
8527820,tt0783518
2624069,tt0325448
2492165,tt0398375
8930574,tt0040019
23917609,tt0099936
14924513,tt0271935
22734574,tt0489853
3644151,tt0023049
23817085,tt0107593
20902976,tt0231852
31042915,tt14691034
30857702,tt0437954
33594716,tt0091270
17176535,tt0084027
34628364,tt0326098
479905,tt0116768
3907719,tt0443446
23666538,tt0059384
19601982,tt0808380
24410970,tt1524539
14298077,tt0065642
12513703,tt0860511
35800436,tt0021609
16201787,tt0038395
18680630,tt0051485
36899099,tt1833844
28300006,tt1236470
29773275,tt0425610
210231,tt0058708
20485583,tt0077442
5843617,tt0056963
12362700,tt0075617
7654432,tt0159040
3504129,tt0087578
23605923,tt0118693
31329513,tt1632702
19135077,tt0044932
17877680,tt0132471
24479826,tt0223323
6944471,tt0046124
1691749,tt0082316
24520560,tt0114717
6892078,tt0142306
26533548,tt0073930
19931072,tt1288638
25642610,tt1632536
25577184,tt0956101
5756611,tt0060408
26640733,tt0024995
20745486,tt0059575
19920084,tt0073213
32051767,tt0014477
11413526,tt0079429
19139397,tt0316540
28863194,tt1363468
29626539,tt0083832
25081461,tt0099397
31323855,tt0312597
23600255,tt0271545
26724495,tt0040631
31155438,tt0254485
28151197,tt0020717
15235494,tt0013874
24061146,tt1594921
308898,tt0095159
33431914,tt2734180
12794951,tt0056289
12404442,tt0079832
21533626,tt0124221
25788981,tt0021399
5865377,tt0020238
34155442,tt0318802
28149607,tt0378341
3473999,tt0103295
5113430,tt0790816
30237202,tt0031149
12855388,tt0269711
26487335,tt0147125
2196992,tt0414891
5216381,tt0061495
2247689,tt0262368
24199883,tt0318439
26409391,tt0064570
9022669,tt0149568
697113,tt0090728
28192781,tt0079777
26387563,tt0166140
6836554,tt0011656
8878394,tt0926081
17422419,tt0066907
23601212,tt0058610
375183,tt0215750
1276943,tt0187696
35014185,tt2085746
2979277,tt0416496
28090023,tt1305796
14325877,tt0073945
29321939,tt0014568
5246514,tt1034402
4343478,tt0085693
6836566,tt0012253
3549788,tt0209463
1690123,tt0028818
24202060,tt0039451
27122366,tt1625887
5555266,tt0059348
6394904,tt0023696
29017453,tt0005545
34206336,tt0082363
18150475,tt0009688
28115795,tt1561768
68088,tt0032234
16660805,tt0856288
24204216,tt0192006
12933842,tt0068317
32828260,tt1636844
6643828,tt0431770
18716487,tt0325193
23100502,tt0449073
6134853,tt0037481
8615648,tt0011971
29836897,tt0180078
24823368,tt0303162
4845813,tt1541874
6618875,tt0115738
18017481,tt0030145
2324069,tt0263725
35908520,tt0049663
28786154,tt0166147
15461322,tt0029486
17956466,tt0002688
24009825,tt0071636
2339186,tt0365376
14206642,tt0057689
3819103,tt0067900
8413472,tt0027714
24680946,tt0018728
17214002,tt1503144
5843582,tt0032428
23700004,tt0033919
22676008,tt0001872
26943525,tt0009744
34351490,tt0021959
22706480,tt1451797
34613355,tt1795606
36427339,tt0058348
29243068,tt0036201
8152402,tt0832958
22643029,tt0003376
29836820,tt0280341
9438932,tt0019930
10691372,tt0072173
878670,tt0058100
30497191,tt0089855
36422686,tt0026917
18004401,tt0282827
5753996,tt0026983
1227422,tt0058536
12783565,tt0073020
36398219,tt0016705
4327278,tt0092842
19890229,tt0235015
18698088,tt0039676
25187705,tt1576688
15272676,tt1556214
3759292,tt0381716
31137778,tt0018881
33231247,tt0016205
18895130,tt0077179
25495877,tt0058521
28126186,tt0041635
21966094,tt2100612
10844908,tt1000085
26334101,tt0469081
28378043,tt0019356
24565005,tt1230206
29345696,tt0052276
21272393,tt0063381
14428799,tt0054618
32523821,tt0358914
2872082,tt0156807
25757341,tt1074213
5082500,tt0081073
23202902,tt0069041
10691381,tt0003923
6513187,tt0096801
17640975,tt0069373
9945439,tt0104972
248760,tt0064064
27515332,tt0325787
5320287,tt0384420
19124478,tt0013597
12979849,tt0062155
22905924,tt0178747
12783561,tt0052941
17597399,tt0020880
28991223,tt0125054
35590044,tt0000218
9034320,tt0418657
19393288,tt0427614
2361396,tt0200550
35561708,tt0179686
9582499,tt0036673
2751845,tt0339071
18350867,tt0870122
13553983,tt1435529
9034331,tt0970954
2399419,tt0304262
7151411,tt0817953
23700041,tt0036633
1954484,tt0266391
10037860,tt0113188
21833186,tt0116257
490955,tt0377770
24680768,tt1499323
3111180,tt0077532
17906343,tt0255676
10393783,tt0024685
29858189,tt0026179
2394082,tt0082558
28373932,tt1475175
267195,tt0086497
2294568,tt0113539
31026429,tt0275327
28379645,tt0087731
17594776,tt0089612
26163853,tt0219175
11407598,tt0017483
26307938,tt1326156
9175052,tt0364530
31271679,tt2997226
31333814,tt0038442
35733108,tt0051391
23257851,tt1532957
27047737,tt0402606
600320,tt0120082
1637006,tt0038390
12776957,tt0025880
6999756,tt0332445
4335073,tt0168449
33786174,tt0031803
19558218,tt0053832
21543965,tt2227574
2272726,tt0109129
24818202,tt0049841
6286627,tt0105265
2831470,tt0216682
19440655,tt0110805
10092710,tt0094871
29362939,tt1666814
26889654,tt0058357
9381862,tt1265633
33329567,tt0043732
1962192,tt0107840
31030659,tt1631323
15342625,tt0050902
1802219,tt0083284
28294869,tt1351789
10216340,tt0077655
3595407,tt0266407
25450358,tt0077243
4080454,tt0027000
16766524,tt0893367
19093155,tt1328634
34393030,tt2182245
12945858,tt0269618
29259032,tt1736647
17008514,tt0044453
36745171,tt0106957
20903043,tt0276861
12349229,tt0027087
19509148,tt2309488
7775647,tt0256783
3305261,tt0110823
142482,tt0069467
13487382,tt0050820
15042088,tt0221950
5117194,tt0076167
449352,tt0074695
5021246,tt0439763
13674454,tt1537726
28158384,tt0893507
142481,tt0203009
1705452,tt0175536
17570003,tt1133991
35664556,tt0080902
21117005,tt0066256
28286964,tt0489511
28464238,tt0109343
62668,tt0298130
14628280,tt0005402
18519065,tt1230380
21861929,tt1643239
29391414,tt0000748
3366876,tt0251739
9359197,tt0248828
6768832,tt0099704
4791264,tt0054494
12800485,tt0324689
8481701,tt0119367
28846154,tt0070278
35512482,tt0116533
35008916,tt0079632
27730398,tt0057073
26181765,tt0038230
2199657,tt0031212
34180904,tt1705064
14301128,tt0009316
16087926,tt0204082
35584428,tt0360227
25323148,tt1526306
30746644,tt1939654
34358984,tt0038567
7775680,tt0418516
9430272,tt0033916
2292079,tt0063186
4566125,tt0054426
633020,tt0068379
6061913,tt0086650
7173863,tt0027061
33215649,tt0377622
9333163,tt0094681
142837,tt0020935
33914221,tt0069420
20479412,tt0061990
5021251,tt0339485
14899951,tt1047868
3546305,tt0109666
31026259,tt0251895
12095556,tt1111267
31029378,tt0179953
3046234,tt0114658
5686956,tt0035617
26879903,tt0088385
31026201,tt0352168
2908457,tt0177876
15717597,tt0146344
3342309,tt0051983
28387767,tt0040920
73488,tt0021884
33374358,tt0069695
26003458,tt0255042
29699054,tt0117186
77658,tt0034891
4586481,tt0064625
27545334,tt0048730
1230359,tt0395479
25712352,tt1574343
34006698,tt2124959
23497011,tt0009161
32121481,tt1446470
12422748,tt1611083
13742117,tt0007148
28629544,tt1244658
28443565,tt1198075
11606319,tt0912583
18893008,tt0065884
19440836,tt0110490
1223711,tt0297884
35811707,tt0100615
18459833,tt0074800
11337448,tt0247015
10835293,tt0112292
13028774,tt1232784
19123886,tt0117419
77663,tt0036126
12640256,tt0092719
31625764,tt0371310
73478,tt0021881
19524157,tt0047106
30311658,tt1285216
30402171,tt2075277
33887903,tt0185319
3564300,tt0376995
27495731,tt0037748
28968084,tt0054963
4772792,tt0095979
24998109,tt10569840
29416673,tt0116730
26205838,tt0228808
26370302,tt0055457
13045950,tt0364977
7091489,tt0085366
2560805,tt0005077
31479347,tt0049713
1131021,tt0357277
25512090,tt1206086
5651517,tt0411806
13266615,tt0015146
26358856,tt0260112
34051815,tt4575108
23666563,tt0059419
2147563,tt0420087
14953996,tt0092204
14230475,tt0175680
27972027,tt0029956
623185,tt0330775
31156159,tt0156177
23276270,tt0097714
26256737,tt0265495
14197115,tt0015500
33906240,tt0102777
27421590,tt0067680
33812819,tt0034555
6699914,tt1496836
16419903,tt0350521
895376,tt0314725
15603446,tt0233808
18654258,tt0369234
17220169,tt0309089
13154,tt0045826
2589677,tt0174852
11936219,tt0057820
2617036,tt0092042
3907764,tt0449619
74967,tt0039635
35544161,tt0251814
15119799,tt0082846
12954865,tt0268913
25564963,tt0934841
13048086,tt0841044
27355886,tt0018213
33773233,tt0082408
14356044,tt0113720
16543425,tt0056526
28343790,tt00232674
8391507,tt0487694
22993368,tt0081821
20506270,tt0303058
31969492,tt0241977
2847320,tt0104696
26580832,tt1555056
9410077,tt0103966
16543421,tt0038116
25159359,tt0250452
24085945,tt0048001
21703884,tt0155693
3653768,tt0035753
8747643,tt0047074
8103345,tt0087530
2203406,tt0097390
8267581,tt0037794
35976870,tt1825157
25117126,tt0425359
9879705,tt0151936
13913859,tt0041849
11133355,tt0455321
1328263,tt0060909
89272,tt0031235
4276011,tt0142232
14908864,tt0257016
3232438,tt0068334
14790815,tt0314119
8140468,tt0040582
30873212,tt0451002
1879413,tt0098519
10184352,tt0048287
32065969,tt1931466
25434279,tt0795341
7206930,tt0048510
23972445,tt0040626
8417013,tt0066927
28088223,tt0039539
6823089,tt0378215
7949088,tt0082534
33611878,tt0012739
20764456,tt0969257
8181832,tt0061736
28098139,tt0375008
18768287,tt0055875
34682999,tt0238343
26533366,tt0091678
5563647,tt0020475
34243145,tt1857724
19627064,tt0117001
32877840,tt1615091
35643407,tt0021676
22411588,tt0926759
23617806,tt0057126
28846170,tt0173972
25433876,tt0808139
32165919,tt0080951
17123981,tt0113104
7455207,tt0482481
35728812,tt0099300
13038633,tt0960749
1326091,tt0369637
7950950,tt0035272
7514868,tt0071634
23417179,tt0089832
1591834,tt0050156
24787503,tt0286887
11252217,tt0146794
7595441,tt0101985
31996104,tt0035978
8480467,tt0335830
23752614,tt0093161
23801344,tt0280637
36109519,tt1305057
4099846,tt0415271
9843384,tt0239570
22643411,tt0013310
14746483,tt0830558
33125317,tt0053295
4488493,tt0117901
7363069,tt0053598
1364174,tt0046754
33127129,tt0057642
21773767,tt0047076
24314472,tt0922547
1245739,tt0087400
27947190,tt0060543
14944773,tt0033490
37017383,tt2275813
28760571,tt0156487
9067576,tt0030215
32189439,tt0087678
9834670,tt0119740
22288756,tt0062773
2541511,tt0030378
29187590,tt0174303
238484,tt0004707
35474531,tt1733271
4232814,tt0339135
4155129,tt0039271
30945674,tt1712187
16366225,tt0827183
23322527,tt0087136
32226914,tt1721692
25722138,tt0076889
9649668,tt0274604
1974729,tt0083170
13207398,tt0431045
13720487,tt0004692
27701167,tt0069924
19008512,tt0167925
20210450,tt0187559
1037120,tt0104389
21237018,tt0093136
21250632,tt1437870
31026221,tt0093430
28740183,tt0038852
29213267,tt0028807
28379565,tt2340916
26861455,tt0280465
28222045,tt0179888
24353923,tt0063137
19755750,tt6239226
35769995,tt0033735
5128035,tt0025731
9773618,tt0336131
617535,tt0264789
16431349,tt0845952
22533803,tt0004135
23919691,tt0174450
23666469,tt0059133
26655098,tt0024662
6029899,tt0295906
25079197,tt1630036
23511888,tt0997147
28372323,tt0078963
15693005,tt0082301
1267018,tt0291341
3311963,tt0203725
21388576,tt0075922
20428057,tt0059055
19337214,tt0109484
2237878,tt0096880
31796428,tt0122220
32411625,tt0051400
29208592,tt0028797
9321734,tt0362329
16742289,tt0093593
12886719,tt0494291
16958733,tt3171726
33488749,tt0334352
31207302,tt1559035
24005821,tt0027866
3816065,tt0339806
35939854,tt0484781
23837478,tt0031464
30635702,tt0331421
3185575,tt0088939
19312994,tt0234751
7080965,tt2325539
2112205,tt0038396
3648312,tt0072596
1743975,tt0417486
6553111,tt0128473
28813768,tt1225810
10997890,tt0329485
35282854,tt0044445
31401093,tt2022446
32035678,tt0038510
67433,tt0170452
3262502,tt0093743
26387200,tt1351177
23619138,tt1320093
29218389,tt0984069
198061,tt0017750
25081906,tt0125249
31403136,tt0248818
20297825,tt0104946
23389411,tt0022797
9857949,tt0158482
18996,tt0070379
26200965,tt0038753
19482212,tt0200095
8665259,tt0068916
857298,tt0068687
31544252,tt0149641
14062413,tt1337663
8206722,tt1606197
964645,tt0481459
9386367,tt0014874
1700429,tt0064915
26562754,tt1422184
24726686,tt1185344
27960307,tt0023819
33977408,tt0006403
2359960,tt0049204
28150314,tt0067855
7444907,tt0102687
35013190,tt2127350
33545359,tt0340348
8175804,tt0108107
33275959,tt0023625
5759874,tt0758789
31805107,tt0030749
8508217,tt0092136
33899575,tt1575666
28149662,tt0259464
5080159,tt0071194
26991731,tt0136414
442647,tt0072431
4015886,tt0049408
11109910,tt0783538
1792744,tt0461008
32172821,tt1440350
11451031,tt0816201
7889381,tt0040431
24158456,tt0244246
837708,tt0116298
27528515,tt0051692
32186653,tt0095943
10638321,tt0358063
6046767,tt0430154
6100131,tt0087096
18332925,tt0058909
33590170,tt0044466
3490448,tt0412523
7709307,tt0286629
5374895,tt0039390
6558617,tt0039340
27762093,tt1031930
4102223,tt0029725
9083411,tt0011647
5856062,tt0080945
25750288,tt1498858
27762887,tt0117957
14544279,tt0152468
324616,tt0104952
28703923,tt1659336
34012931,tt0047924
8693407,tt0089870
9690865,tt0471561
2780947,tt0070246
9912516,tt0178261
10332120,tt0077945
14335129,tt0008860
8484555,tt0464341
4290595,tt0057453
26724711,tt0061529
31029208,tt0180263
8674127,tt0087810
17182535,tt0068744
14470369,tt0024890
7299819,tt0309252
8900565,tt0126145
21957713,tt0030420
29887038,tt0047372
1166728,tt0370809
31025224,tt0046961
15220459,tt0120565
7662425,tt0373016
35814405,tt2359290
496986,tt0284422
14965069,tt0918927
32117410,tt1987022
20185493,tt0950740
19316784,tt0177491
15827978,tt0007317
16177584,tt0035954
27880784,tt0100528
8711666,tt0078504
21763525,tt0338109
34109837,tt0021280
26304500,tt0040905
18060738,tt1129381
2339190,tt0098435
10575225,tt0282386
34049823,tt0053739
9875325,tt0094752
5445288,tt0214589
8475649,tt0402031
33437145,tt0086045
35004444,tt0201829
16051051,tt0011968
19845179,tt1016075
36467457,tt0030016
29171676,tt1411238
28287286,tt0110500
28914111,tt0053599
9001861,tt0290820
21405224,tt1431289
31385182,tt1627059
11143236,tt8341912
1582173,tt0056405
23687963,tt0185506
6006861,tt0821810
28990816,tt0090102
14863130,tt0014605
24427369,tt0157395
3518352,tt0039169
204774,tt0106332
11327665,tt0449077
9362655,tt0492487
16948290,tt1029235
14536961,tt0048458
6334811,tt0434611
25757250,tt0052906
15395524,tt0409016
9090873,tt0182025
9362656,tt0178821
34109830,tt0017254
6334819,tt1207049
20186742,tt1086216
13952211,tt0108609
2459695,tt0074749
27326736,tt0290098
17168374,tt1220903
28991582,tt0037445
29104772,tt0125737
15117659,tt0100248
4639173,tt0169145
31844051,tt0033845
5352532,tt0133930
8866943,tt1015470
23224691,tt0047432
9054447,tt0084247
16929348,tt1119194
20581152,tt0451780
34021563,tt0018633
36956752,tt2281069
34625814,tt0067511
27543848,tt1454910
10780834,tt0097756
20903381,tt0357467
2290822,tt0089715
28762952,tt0024260
18140624,tt0104735
1030073,tt0079550
26045734,tt0052684
16490753,tt1784552
33442327,tt0252090
2040174,tt0065597
5443971,tt4556372
170936,tt0042546
19506977,tt0004197
200626,tt0268126
31198144,tt0154699
3539703,tt0120823
26829765,tt1109616
21647443,tt0105222
23446617,tt0069195
25868508,tt0020040
8381793,tt0850667
8018615,tt0245972
30335574,tt0872025
28762305,tt0039300
25333915,tt1221141
57820,tt0246578
13957349,tt0011652
25995729,tt0062137
11033063,tt0478338
16974873,tt1318524
16275574,tt0118590
23687475,tt0135178
30186485,tt0117986
6520092,tt0083352
29489803,tt0416025
32141805,tt0016775
27789284,tt0040272
8681217,tt0068768
42856,tt0050212
34075540,tt1754619
4186717,tt0116928
18634736,tt0037974
28362832,tt0116681
33692318,tt2729274
4773710,tt0021217
24476863,tt0159134
5499192,tt0051413
24407265,tt0225465
11445373,tt0042041
24174847,tt0073630
15964632,tt0067951
35536653,tt0222946
16231566,tt0013515
24715831,tt0199077
35719294,tt0007378
7222376,tt0481349
16782319,tt0131207
21847912,tt0095665
22457596,tt1407050
28848517,tt1371160
24139538,tt0047813
33123152,tt1110059
8681206,tt0055026
32977486,tt2140315
15599802,tt1029120
2324959,tt0043973
23982248,tt1314242
10628838,tt0140673
28379616,tt1735175
30529270,tt0403524
2384000,tt0155180
15481243,tt0814163
12639817,tt0094816
27777973,tt0056396
2190817,tt0389285
6299060,tt0058301
27759696,tt1292642
31357914,tt3311914
21704513,tt0008710
20903023,tt0357451
2460646,tt0046057
6586251,tt0102835
29739677,tt1920986
22644851,tt0101804
26599446,tt1305879
14143347,tt0033139
23091532,tt1261945
16020948,tt0071385
11380089,tt0043019
24821605,tt0049316
11786000,tt0126311
4397117,tt0180657
25114906,tt0248169
33209993,tt0133752
290970,tt0048028
19656041,tt0123850
193882,tt0054749
17212834,tt0339534
23608595,tt0017886
4053612,tt0023938
7963945,tt0104575
23691128,tt0038816
23837561,tt0100413
3245120,tt0028033
7986246,tt0433963
5589714,tt0113443
1123195,tt0041149
1210091,tt0110366
4132529,tt0204175
20329145,tt0116886
23666723,tt0059757
30232525,tt0251155
11048780,tt0938291
8612952,tt0065974
26982554,tt1629440
144798,tt0034172
35644709,tt2253939
35285038,tt0072852
14001162,tt0041350
24158593,tt0085872
5379346,tt0140348
21605437,tt0028628
28148634,tt0166479
30979351,tt1758692
15392682,tt0800241
8178551,tt0042179
27634879,tt1064884
1663422,tt0052168
6898352,tt0036748
21122400,tt0042731
7654377,tt0007018
18510561,tt0032746
